author,journal,year,title,filename,translator,type,month,publication,notes
Hitomaro,trans,1919,"""(What) though men's words willÅEc""",336.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""The autumn windÅEc""",337.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""For my Sister's sakeÅEc""",338.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""May the men who are bornÅEc""",339.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""If I die of loveÅEc""",340.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""(My) morning-sleep hairÅEc""",341.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""My thoughts are with a boatÅEc""",357.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Hitomaro,trans,1919,"""In the ocean of the skyÅEc""",403.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""WhenÅEc""",404.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Hitomaro,trans,1919,"""Because, while I kept on trustingÅEc""",407.txt,Arthur Waley,x,,Japanese Poetry,
Hitomaro,trans,1919,"""Upon that and thisÅEc""",408.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Hitomaro,trans,1919,"""Because the tree-tops of the peakÅEc""",436.txt,Arthur Waley,x,,Japanese Poetry,
Issa,trans,1913,"""Let me turn overÅEc""",456.txt,Yone Noguchi,hokku,January,Rhythm,
Isshu,trans,1921,"""The evening's coldÅEc""",648.txt,Paul Couchoud,,,Japanese Impressions,
Isshu,trans,1921,"""Pilgrims on the roadÅEc""",655.txt,Paul Couchoud,,,Japanese Impressions,
Izumi no Shikibu,trans,1919,"""Out of the darkÅEc""",415.txt,Arthur Waley,x,,Japanese Poetry,
Izumi no Shikibu,trans,1919,"""If he for whom I have waitedÅEc""",421.txt,Arthur Waley,x,,Japanese Poetry,
Kanga,trans,1921,"""When the wood-cutterÅEc""",477.txt,Kihachiro Matsuki?,,October,The Arts,
Kasa no Kanamura,trans,1919,"""Because of my going right acrossÅEc""",301.txt,Arthur Waley,x,,Japanese Poetry,
Ki no Akimine,trans,1919,"""The beloved person must I thinkÅEc""",351.txt,Arthur Waley,x,,Japanese Poetry,
Ki no Fumimoto,trans,1919,"""When I see the spring-mist risingÅEc""",391.txt,Arthur Waley,x,,Japanese Poetry,
Ki no Tomonori,trans,1920,"""'Tis the spring dayÅEc""",585.txt,Yone Noguchi,hokku,,Japanese Hokkus,
Kikaku,trans,1913,"""Autumn's full moonÅEc""",114.txt,Yone Noguchi,,January,Rhythm,The Spirit of Japanese Poetry
Kikaku,trans,1921,"""Stillness!""",660.txt,Paul Couchoud,,,Japanese Impressions,
Kiyowara Fukayabu,trans,1919,"""Though rising and fallingÅEc""",386.txt,Arthur Waley,x,,Japanese Poetry,
Kiyowara Fukayabu,trans,1919,"""Because river-fogÅEc""",399.txt,Arthur Waley,x,,Japanese Poetry,
Kiyowara Motosuke,trans,1919,"""The white dew of the chrysanthemumÅEc""",397.txt,Arthur Waley,x,,Japanese Poetry,
Lady Eguchi,trans,1919,"""If only Life-and-DeathÅEc""",356.txt,Arthur Waley,x,,Japanese Poetry,
Lady Ise,trans,1919,"""The spring rainÅEc""",432.txt,Arthur Waley,x,,Japanese Poetry,
Lady Sagami,trans,1919,"""The under leaves of the lespedezaÅEc""",434.txt,Arthur Waley,x,,Japanese Poetry,
Masuhito,trans,1919,"""Although I saw youÅEc""",320.txt,Arthur Waley,x,,Japanese Poetry,
Matsunaga Teitoku,trans,1899,"""For all menÅEc""",624.txt,W.G. Aston,hokku,,A History of Japanese Literature,
Minamoto no Kintada,trans,1919,"""O honourable slave-boys of theÅEc""",410.txt,Arthur Waley,x,,Japanese Poetry,
Minamoto no Morotada,trans,1919,"""In this mountain-villageÅEc""",428.txt,Arthur Waley,x,,Japanese Poetry,
Minamoto no Muneyuki,trans,1919,"""If to-night ends by dawningÅEc""",370.txt,Arthur Waley,x,,Japanese Poetry,
Minamoto no Shigeyuki,trans,1919,"""Winter has at last comeÅEc""",400.txt,Arthur Waley,x,,Japanese Poetry,
Minamoto no Shitagau,trans,1919,"""When I countÅEc""",396.txt,Arthur Waley,x,,Japanese Poetry,
Minamoto no Yorizane,trans,1919,"""The leaves of the trees are fallingÅEc""",418.txt,Arthur Waley,x,,Japanese Poetry,
Mitsune,trans,1919,"""Since I heardÅEc""",359.txt,Arthur Waley,x,,Japanese Poetry,
Moritake,trans,1899,"""Thought I, the fallen flowersÅEc""",623.txt,W.G. Aston,hokku,,A History of Japanese Literature,
Moritake,trans,1910,"""The Butterfly""",606.txt,Clara Walsh,hokku,,The Master-Singers of Japan,
Moritake,trans,1914,"""The fallen blossom flies back to its branchÅEc""",496.txt,?,hokku,September,The Fortnightly Review,
Moritake,trans,1921,"""A fallen petalÅEc""",644.txt,Paul Couchoud,,,Japanese Impressions,
Mune-Oka no ?-Yori,trans,1919,"""The winter-river'sÅEc""",367.txt,Arthur Waley,x,,Japanese Poetry,
Nakatsukasa,trans,1919,"""If it were not for the voiceÅEc""",392.txt,Arthur Waley,x,,Japanese Poetry,
Narihira,trans,1919,"""When they came near to theÅEc""",358.txt,Arthur Waley,x,,Japanese Poetry,
Narihira,trans,1919,"""May the barrier-watchmanÅEc""",371.txt,Arthur Waley,x,,Japanese Poetry,
Narihira,trans,1919,"""Can it be that there is no moonÅEc""",374.txt,Arthur Waley,x,,Japanese Poetry,
Narihira,trans,1919,"""Though I had always heard that itÅEc""",377.txt,Arthur Waley,x,,Japanese Poetry,
Nishiyama Soin,trans,1921,"""Between the hedgesÅEc""",649.txt,Paul Couchoud,,,Japanese Impressions,
Okura,trans,1919,"""Because he is youngÅEc""",317.txt,Arthur Waley,x,,Japanese Poetry,
One of the Envoys to Corea in 736 A.D.,trans,1919,"""For me who am sittingÅEc""",347.txt,Arthur Waley,x,,Japanese Poetry,
Ono no Komachi,trans,1919,"""A thing which fadesÅEc""",375.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Ono no Komachi,trans,1919,"""Because upon the rocksÅEc""",389.txt,Arthur Waley,x,,Japanese Poetry,
Ono no Takamura,trans,1919,"""Did I ever thinkÅEc""",382.txt,Arthur Waley,x,,Japanese Poetry,
Ono no Yoshiki,trans,1919,"""If I were to spend the nightÅEc""",353.txt,Arthur Waley,x,,Japanese Poetry,
Ono no Yoshiki,trans,1919,"""My loveÅEc""",366.txt,Arthur Waley,x,,Japanese Poetry,
Oye no Chizato,trans,1920,"""To gaze upon the moonÅEc""",586.txt,Yone Noguchi,hokku,,Japanese Hokkus,
Prince ?tsu,trans,1919,"""(Having promised) to wait for myÅEc""",292.txt,Arthur Waley,x,,Japanese Poetry,
Prince Yuhara,trans,1919,"""What am I to do with my Sister?...""",308.txt,Arthur Waley,x,,Japanese Poetry,
Prince Yuke,trans,1919,"""With a rockingÅEc""",293.txt,Arthur Waley,x,,Japanese Poetry,
Princess Daihaku,trans,1919,"""How will you manageÅEc""",291.txt,Arthur Waley,x,,Japanese Poetry,
Ransetsu,trans,1914,"""To-day, at last to-dayÅEc""",113.txt,Yone Noguchi?,,,The Spirit of Japenese Poetry,"Japanese Hokkus, 1920"
Ransetsu,trans,1914,"""Yellow chrysanthemum, white chyrsanthemumÅEc""",115.txt,Yone Noguchi?,,,The Spirit of Japenese Poetry,"Japanese Hokkus, 1920"
Reikan,trans,1921,"""The flowery dream""",646.txt,Paul Couchoud,,,Japanese Impressions,
Riota,trans,1921,"""In the long summer rains""",657.txt,Paul Couchoud,,,Japanese Impressions,
Saigy? H?shi,trans,1919,"""My pony's tracksÅEc""",423.txt,Arthur Waley,x,,Japanese Poetry,
Saigyo H?shi,trans,1919,"""(In my) boat that goesÅEc""",442.txt,Arthur Waley,x,,Japanese Poetry,
Saigyo H?shi,trans,1919,"""Mingling (my prayer)ÅEc""",443.txt,Arthur Waley,x,,Japanese Poetry,
Saigyo H?shi,trans,1919,"""Since I am convincedÅEc""",444.txt,Arthur Waley,x,,Japanese Poetry,
Saigyo H?shi,trans,1919,"""StartledÅEc""",445.txt,Arthur Waley,x,,Japanese Poetry,
Saigyo H?shi,trans,1919,"""Those ships which leftÅEc""",446.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Saigyo H?shi,trans,1919,"""Like those boats which are returningÅEc""",447.txt,Arthur Waley,x,,Japanese Poetry,
Saigyo H?shi,trans,1919,"""Although I do not knowÅEc""",448.txt,Arthur Waley,x,,Japanese Poetry,
Saikaku,trans,1921,"""The grey villages""",658.txt,Paul Couchoud,,,Japanese Impressions,
Semimaru,trans,1919,"""As for this worldÅEc""",431.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Shorio,trans,1921,"""All doors are closed""",653.txt,Paul Couchoud,,,Japanese Impressions,
Sokan,trans,1902,"""But for its voice""",691.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Sokan,trans,1902,"""Oh! The frog""",692.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Sokan,trans,1902,"""On looking at the thief""",693.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Sokan,trans,1921,"""Save for hisÅEc""",642.txt,Paul Couchoud,,,Japanese Impressions,
Sone Yoshitada,trans,1919,"""The autumn windÅEc""",406.txt,Arthur Waley,x,,Japanese Poetry,
Sosei H?shi,trans,1919,"""Taking to myself (as companion)ÅEc""",387.txt,Arthur Waley,x,,Japanese Poetry,
Suguwara no Michizane,trans,1919,"""The rotten-wooded willowÅEc""",430.txt,Arthur Waley,x,,Japanese Poetry,
Tabe no Fukumaro,trans,1919,"""The very frequentedÅEc""",321.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Tachibana no Tadamoto,trans,1919,"""Since you will never obstructÅEc""",390.txt,Arthur Waley,x,,Japanese Poetry,
Tadamine,trans,1919,"""(Like) the white cloudsÅEc""",368.txt,Arthur Waley,x,,Japanese Poetry,
Tadamine,trans,1919,"""Downwards plungingÅEc""",380.txt,Arthur Waley,x,,Japanese Poetry,
Tadamine,trans,1919,"""The under-grasses of the forestÅEc""",439.txt,Arthur Waley,x,,Japanese Poetry,
Tagaya Masahiro,trans,1919,"""As for this worldÅEc""",441.txt,Arthur Waley,x,,Japanese Poetry,
Taira no Kanemori,trans,1919,"""Though I (try to) hide itÅEc""",405.txt,Arthur Waley,x,,Japanese Poetry,
Takechi no Kurohito,trans,1919,"""Perhaps it is because my SisterÅEc""",295.txt,Arthur Waley,x,,Japanese Poetry,
The Emperor Nintoku,trans,1919,"""On to my high roofÅEc""",429.txt,Arthur Waley,x,,Japanese Poetry,
The Emperor 'Okamoto',trans,1919,"""Upon the mountain edgeÅEc""",306.txt,Arthur Waley,x,,Japanese Poetry,
The Emperor S?toku,trans,1919,"""The flowers to the tree's rootÅEc""",422.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
The Emperor Sanj?,trans,1919,"""The men who liveÅEc""",427.txt,Arthur Waley,x,,Japanese Poetry,
The Emperor Uda,trans,1919,"""I thought that the white-craneÅEc""",379.txt,Arthur Waley,x,,Japanese Poetry,
The Lady of Sakanoye,trans,1919,"""It is other people who have separatedÅEc""",309.txt,Arthur Waley,x,,Japanese Poetry,
The Lady of Sakanoye,trans,1919,"""My heart, thinkingÅEc""",311.txt,Arthur Waley,x,,Japanese Poetry,
The Lady of Sakanoye,trans,1919,"""The dress that my brother has putÅEc""",318.txt,Arthur Waley,x,,Japanese Poetry,
The Lady of Sakanoye,trans,1919,"""Unknown loveÅEc""",331.txt,Arthur Waley,x,,Japanese Poetry,
The Priest Hakuts?,trans,1919,"""O pine-tree standingÅEc""",296.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
The Priest Mansei,trans,1919,"""To what shall I compareÅEc""",412.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Tsumori Kunimoto,trans,1919,"""The wild geese returningÅEc""",416.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Tsurayuki,trans,1919,"""On summer nightsÅEc""",350.txt,Arthur Waley,x,,Japanese Poetry,
Tsurayuki,trans,1919,"""Though one knows that one's bodyÅEc""",376.txt,Arthur Waley,x,,Japanese Poetry,
Tsurayuki,trans,1919,"""Though I realize that the timeÅEc""",384.txt,Arthur Waley,x,,Japanese Poetry,
Tsurayuki,trans,1919,"""The time I went to see my SisterÅEc""",401.txt,Arthur Waley,x,,Japanese Poetry,
Tsurayuki,trans,1919,"""My sins which have accumulatedÅEc""",402.txt,Arthur Waley,x,,Japanese Poetry,
Tsurayuki,trans,1919,"""My existence in the world has beenÅEc""",411.txt,Arthur Waley,x,,Japanese Poetry,
Tsurayuki,trans,1919,"""Its cry is mournfulÅEc""",440.txt,Arthur Waley,x,,Japanese Poetry,
Unknown,trans,1899,"""Oh, body-piercing wind!""",636.txt,Lafcadio Hearn,,,In Ghostly Japan,
Unknown,trans,1899,"""Lonesomeness""",637.txt,Lafcadio Hearn,,,In Ghostly Japan,
Unknown,trans,1899,"""Morning Awakening""",638.txt,Lafcadio Hearn,,,In Ghostly Japan,
Unknown,trans,1899,"""Winter-Scene""",639.txt,Lafcadio Hearn,,,In Ghostly Japan,
Unknown,trans,1899,"""Heavily pours the rainÅEc""",641.txt,Lafcadio Hearn,,,In Ghostly Japan,
Unknown,trans,1902,"""A single riverÅEc""",679.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""How cool the air""",680.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""A leaf whirls""",681.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""A troop of seagulls""",682.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""Over the summer moor""",683.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""She wraps up rice-cakes""",684.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""'Tis New Year's day""",685.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""So cold I cannot sleep""",686.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""The fishmonger""",687.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""First snow""",688.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""As for the world""",689.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""November, with a butcher-bird""",690.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1902,"""And having seen the moon""",697.txt,Basil Hall Chamberlain,,,Basho and the Japanese Poetical Epigram,
Unknown,trans,1906,"""A solitary cry!...""",484.txt,Stanhope Sams,,January,South Atlantic Quarterly,
Unknown,trans,1906,"""A dragon fly - tear off his wings and you have a red pep-ÅEc""",487.txt,Stanhope Sams,,January,South Atlantic Quarterly,
Unknown,trans,1906,"""Dance, O Dragon-Fly, in your world of the setting sun""",489.txt,Stanhope Sams,,January,South Atlantic Quarterly,
Unknown,trans,1906,"""It is only man that becomes, aged, Oh, grass of Spring!""",490.txt,Stanhope Sams,,January,South Atlantic Quarterly,
Unknown,trans,1915,"""Things never changed since the time of the godsÅEc""",462.txt,Lafcadio Hearn,,November,Poetry: A Magazine of Verse,
Unknown,trans,1915,"""What does never changeÅEc""",463.txt,Yone Noguchi,,November,Poetry: A Magazine of Verse,
Unknown,trans,1915,"""When I saw the fallen flower return to the branchÅEc""",464.txt,,,November,Poetry: A Magazine of Verse,
Unknown,trans,1915,"""The hunter of dragon-fliesÅEc""",465.txt,,,November,Poetry: A Magazine of Verse,
Unknown,trans,1918,"""The first fall of snowÅEc""",42.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""The first fall of snowÅEc""",43.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""The tortoise, holding back his headÅEc""",44.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""The Waters of the Mountain that shall mingle withÅEc""",45.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""The moorhens on the waterÅEc""",46.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""In Spring before the leaves uncloseÅEc""",47.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""The little sparrow that hops and fluttersÅEc""",48.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""See, how across the plainÅEc""",49.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""On Kamakura hillÅEc""",50.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Full moon: and in the houseÅEc""",51.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""At hoary, many-historied OitchoÅEc""",52.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Of all the noble dream, the lofty thoughtÅEc""",53.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Though strange are all the faces hereÅEc""",54.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Last year, tooÅEc""",55.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""What loveliness they makeÅEc""",56.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Stepping out of my humble cottage...""",57.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Wandeing among the maple-leaves, I hearÅEc""",58.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1918,"""Coming late, I found the spotÅEc""",59.txt,R. B Marriott Watson and Clifford Bax,hokku,March,The New Age,
Unknown,trans,1920,"""I , even I, have got Yasumiko! Her of whom all men sayÅEc""""",495.txt,B. de Z.?,tanka,March,The New Age,
Unknown,trans,1921,"""Blind with memories""",650.txt,Paul Couchoud,,,Japanese Impressions,
Unknown,trans,1921,"""What commotion!""",654.txt,Paul Couchoud,,,Japanese Impressions,
Unknown,trans,1921,"""A graveyardÅEc""",662.txt,Paul Couchoud,,,Japanese Impressions,
Yakamochi,trans,1919,"""Though the people of the  Great CityÅEc""",312.txt,Arthur Waley,x,,Japanese Poetry,
Yakamochi,trans,1919,"""(These) meetings in dreamsÅEc""",314.txt,Arthur Waley,x,,Japanese Poetry,
Yakamochi,trans,1919,"""When evening comesÅEc""",315.txt,Arthur Waley,x,,Japanese Poetry,
Yakamochi,trans,1919,"""By way of pretextÅEc""",316.txt,Arthur Waley,x,,Japanese Poetry,
Yakamochi,trans,1919,"""On this night that is coldÅEc""",332.txt,Arthur Waley,x,,Japanese Poetry,
Yamazaki Sokan,trans,1899,"""Even in the rainÅEc""",622.txt,W.G. Aston,hokku,,A History of Japanese Literature,
Yamazaki Sokan,trans,1906,"""Were it not for its cry, we should think the heron only a...""",482.txt,Stanhope Sams,,January,South Atlantic Quarterly,
Yekei H?shi,trans,1919,"""The cherry-blossomsÅEc""",393.txt,Arthur Waley,x,,Japanese Poetry,
Yekei H?shi,trans,1919,"""Raising in the palms of my handsÅEc""",395.txt,Arthur Waley,x,,Japanese Poetry,"The New Age, Mar., 1920"
Yokoi Yayu,trans,1921,"""A mountain templeÅEc""",645.txt,Paul Couchoud,,,Japanese Impressions,
Yoshitada,trans,1919,"""Cry, cryÅEc""",417.txt,Arthur Waley,x,,Japanese Poetry,
Yoshitada,trans,1919,"""The timber-river'sÅEc""",420.txt,Arthur Waley,x,,Japanese Poetry,
